0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
-113.59882354736328,121.57067108154297,-19.162261962890625,42.36394119262695,-6.3622660636901855,18.621931076049805,-13.69973373413086,15.339801788330078,-12.274304389953613,10.970945358276367,-8.326061248779297,8.802087783813477,-3.6699411869049072,0.3622428774833679,0.3678170144557953,0.4398343563079834,0.24469175934791565,0.24786195158958435,0.33561640977859497,0.3646187484264374,0.4356837272644043,0.2959856390953064,0.31508031487464905,0.4070083498954773,0.38510069251060486,15.986115582904988,15.098203280233077,18.45414937398574,18.36224256380132,18.91743082487246,17.18981618296861,39.655065886134096,blues
-207.52383422851562,123.98513793945312,8.94701862335205,35.867149353027344,2.909594774246216,21.519472122192383,-8.556512832641602,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.2344915866851807,0.46004024147987366,0.3501824736595154,0.3208068311214447,0.2114715874195099,0.2007884383201599,0.33079421520233154,0.39737874269485474,0.560355007648468,0.3841792643070221,0.2553257942199707,0.28477612137794495,0.33409368991851807,15.984938219468534,17.059629950728368,19.133786481283217,19.188013073537594,18.326915370064803,17.505238912530242,37.50887830714264,blues
-90.75716400146484,140.4408721923828,-29.08454704284668,31.68669319152832,-13.976547241210938,25.753751754760742,-13.664990425109863,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.7912468910217285,-8.901966094970703,0.272900253534317,0.1959526538848877,0.3151654601097107,0.4079861640930176,0.5468201637268066,0.32169872522354126,0.3046570122241974,0.2884035110473633,0.3341522514820099,0.4018186926841736,0.3843894898891449,0.5885082483291626,26.345502763614213,14.1918816655083,17.701924091363754,19.419605086040423,20.342664693920085,18.31105908724081,39.02640651663989,blues
-199.57513427734375,150.0861053466797,5.6634039878845215,26.85527801513672,1.770071268081665,14.232646942138672,-4.827845096588135,9.286852836608887,-0.7561201453208923,8.134434700012207,-3.200026035308838,6.078081130981445,-2.478445053100586,0.34137162566185,0.4086236357688904,0.524319052696228,0.5470128655433655,0.6570749878883362,0.5115236043930054,0.3555535674095154,0.25161314010620117,0.246270552277565,0.3151112198829651,0.3165792226791382,0.3831988573074341,29.784038278808787,14.76604254261303,17.23854978173165,18.63406550972676,18.490612995800266,16.787122916734297,34.264915724272285,blues
-160.3541717529297,126.20948028564453,-35.58139419555664,22.13925552368164,-32.473548889160156,10.850702285766602,-23.35007095336914,0.49324920773506165,-11.796538352966309,1.2035192251205444,-13.084959030151367,-2.8104991912841797,-6.9344706535339355,0.19260479509830475,0.3172665536403656,0.3920220732688904,0.2558269798755646,0.1926635056734085,0.5302209854125977,0.2537793815135956,0.13912144303321838,0.2764243185520172,0.3243265450000763,0.5551238059997559,0.27293074131011963,17.055249292784442,15.693600776805484,19.132496461845886,20.522276096213048,20.784787543291493,19.71064005586685,37.318275969997835,blues
-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328851103782654,-11.772245407104492,-2.408763885498047,-9.348445892333984,0.23832263052463531,0.3002373278141022,0.6171865463256836,0.23574118316173553,0.1239870935678482,0.24376831948757172,0.27965155243873596,0.4112926423549652,0.24398581683635712,0.2855333983898163,0.28433674573898315,0.36621904373168945,17.470207038238584,19.56125479512844,21.289941922365124,21.344465999304166,20.78043860083157,19.40411528307254,37.94788487390753,blues
-190.0688018798828,130.27023315429688,-36.36211395263672,33.03621292114258,11.093892097473145,-0.5918819904327393,-20.89026641845703,0.2784424424171448,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,0.425513356924057,0.22324331104755402,0.1313476264476776,0.1525973677635193,0.24195808172225952,0.49116939306259155,0.24550846219062805,0.16911277174949646,0.2883557677268982,0.4618445336818695,0.3592756986618042,0.307186096906662,24.755079947983496,21.066654198200172,22.205534237075828,21.25944816136903,21.652819321556088,20.14428616114598,32.86422789622399,blues
-179.37229919433594,136.44833374023438,-26.662588119506836,39.965450286865234,5.31089448928833,10.919133186340332,-20.559534072875977,8.503360748291016,-11.349763870239258,-3.470554828643799,-8.415842056274414,-6.957211017608643,-3.5460426807403564,0.2593570351600647,0.26412147283554077,0.3253580927848816,0.21773892641067505,0.215277299284935,0.2957618534564972,0.19005171954631805,0.18074940145015717,0.26434093713760376,0.39047351479530334,0.6486374735832214,0.43659108877182007,20.203992591647996,20.094493223158633,20.707093884720244,19.630546752093863,20.709945310604542,19.603038090729164,36.09972121364525,blues
-121.3897933959961,122.49832916259766,-14.734728813171387,46.122135162353516,-8.179258346557617,20.172466278076172,-19.171894073486328,23.03683853149414,-11.83272933959961,21.15465545654297,-6.722797393798828,6.989505767822266,-12.730548858642578,0.3196752071380615,0.304487019777298,0.3666154444217682,0.4221329391002655,0.5238111615180969,0.45111900568008423,0.49344274401664734,0.35275280475616455,0.38013842701911926,0.46170589327812195,0.36635950207710266,0.46471479535102844,29.493067993031072,15.135638488596094,17.01936189989054,17.030466570492997,19.69611163340325,17.624290925668074,40.60499045883298,blues
-213.2642364501953,115.16475677490234,-11.698169708251953,39.015357971191406,-20.348329544067383,13.082701683044434,-9.182700157165527,9.017151832580566,-14.1043119430542,4.271254062652588,-6.050780296325684,3.7858355045318604,0.22263547778129578,0.2482471913099289,0.2731545567512512,0.48851239681243896,0.26800498366355896,0.17971846461296082,0.26772525906562805,0.22258570790290833,0.41535112261772156,0.2726886570453644,0.18117545545101166,0.2299007624387741,0.24054768681526184,14.334424623877076,17.63670377718521,21.930637202724167,20.23588947831593,18.562802505723557,18.905217878458068,36.4906632629116,blues
-173.81045532226562,137.17355346679688,-23.72303009033203,26.979677200317383,-16.67521095275879,4.194730281829834,-12.57178783416748,5.851668834686279,-2.87695050239563,-1.1783808469772339,-1.9682406187057495,1.8011796474456787,-3.0069503784179688,0.4620903730392456,0.17099185287952423,0.192556694149971,0.37835657596588135,0.3539493978023529,0.4592571556568146,0.27628475427627563,0.32396188378334045,0.1876537948846817,0.20239782333374023,0.32359975576400757,0.31653857231140137,16.17231863362414,16.37877382419769,21.30386076516199,21.594250074124172,18.67648789043173,17.765835133664403,35.72235552424617,blues
-287.931884765625,124.0107650756836,5.467447757720947,33.66307067871094,1.0916539430618286,14.703699111938477,-4.881141662597656,8.668891906738281,0.7843316197395325,6.576079845428467,-4.8758158683776855,-3.1767609119415283,-5.538258075714111,0.2483403980731964,0.230317160487175,0.30519625544548035,0.4141206443309784,0.6587240695953369,0.541793942451477,0.3526597023010254,0.34855934977531433,0.34550485014915466,0.3478560745716095,0.27667346596717834,0.3209024965763092,27.473330850665782,16.88245596638507,17.70137483223444,17.876979839518352,17.39856772502741,16.091328600156487,32.16006630101927,blues
-207.23829650878906,132.82740783691406,-15.454079627990723,60.98097229003906,0.7190261483192444,12.461328506469727,1.1633851528167725,-1.5329197645187378,-17.89584732055664,8.360363006591797,-2.459650993347168,-0.5846390724182129,0.3722645044326782,0.30373916029930115,0.16060714423656464,0.21950650215148926,0.20335963368415833,0.19669213891029358,0.26667141914367676,0.30215805768966675,0.1577230989933014,0.18236224353313446,0.2133905589580536,0.3753588795661926,0.6504871845245361,16.891745863969614,18.89233691441681,21.021541674873056,20.096252460339123,21.639422560360064,22.806531214096154,33.53688929320493,blues
-209.80392456054688,124.46475982666016,10.309393882751465,47.016357421875,6.478227138519287,15.415120124816895,-2.015941858291626,6.7262187004089355,-21.543222427368164,10.720834732055664,-5.532846450805664,-2.195727586746216,-3.0491857528686523,0.1276945173740387,0.14224939048290253,0.17113937437534332,0.14699555933475494,0.18999652564525604,0.2321002185344696,0.15635879337787628,0.21675123274326324,0.3452763855457306,0.3849097490310669,0.6917693018913269,0.3736830949783325,17.05654375039744,18.544415623637075,21.598669951170574,18.855842218597246,19.588296985931414,19.25489480117739,34.97303827149957,blues
